"inventory_id","film_id","title","total_rentals_duration_in_hours","percentual_occupation_ratio"
1425,312,"Fiddler Lost","405","16.85"
3720,814,"Snatch Slipper","405","16.85"
2950,647,"Outfield Massacre","405","16.85"
1792,389,"Gunfighter Mussolini","405","16.85"
3265,719,"Records Zorro","405","16.85"
3137,689,"Pollock Deliverance","405","16.85"
1847,402,"Harper Dying","405","16.85"
2356,512,"League Hellfighters","405","16.85"
2192,474,"Jade Bunch","405","16.85"
2646,580,"Mine Titans","405","16.85"
1713,374,"Graffiti Love","405","16.85"
639,139,"Chasing Fight","405","16.85"
927,206,"Dancing Fever","405","16.85"
777,170,"Command Darling","405","16.85"
3345,735,"Robbers Joon","405","16.85"
4338,945,"Virginian Pluto","405","16.85"
4137,898,"Tourist Pelican","404","16.81"
502,112,"Calendar Gunfight","404","16.81"
3971,865,"Sunrise League","404","16.81"
2035,443,"Hurricane Affair","404","16.81"
3692,807,"Sleuth Orient","404","16.81"
1904,414,"Hellfighters Sierra","404","16.81"
2738,601,"Moulin Wake","404","16.81"
192,43,"Atlantis Cause","404","16.81"
3109,683,"Pity Bound","404","16.81"
3767,824,"Spartacus Cheaper","404","16.81"
2315,502,"Knock Warlock","403","16.77"
421,92,"Bowfinger Gables","403","16.77"
2318,503,"Kramer Chocolate","403","16.77"
2652,581,"Minority Kiss","403","16.77"
3987,869,"Suspects Quills","403","16.77"
2355,512,"League Hellfighters","403","16.77"
4571,999,"Zoolander Fiction","403","16.77"
3267,720,"Redemption Comforts","403","16.77"
1307,288,"Escape Metropolis","403","16.77"
3882,849,"Storm Happiness","403","16.77"
2110,457,"Independence Hotel","403","16.77"
1836,398,"Hanover Galaxy","403","16.77"
1408,308,"Ferris Mother","403","16.77"
2820,619,"Neighbors Charade","402","16.73"
2215,479,"Jedi Beneath","402","16.73"
2380,519,"Liberty Magnificent","402","16.73"
258,57,"Basic Easy","402","16.73"
2319,504,"Kwai Homeward","402","16.73"
1406,308,"Ferris Mother","402","16.73"
3985,869,"Suspects Quills","401","16.69"
3303,727,"Resurrection Silverado","401","16.69"
1076,239,"Dogma Family","401","16.69"
2546,559,"Married Go","401","16.69"
3226,708,"Quills Bull","401","16.69"
3897,851,"Straight Hours","401","16.69"
1463,320,"Flamingos Connecticut","401","16.69"
912,203,"Daisy Menagerie","401","16.69"
2337,508,"Lambs Cincinatti","401","16.69"
497,111,"Caddyshack Jedi","401","16.69"
3779,827,"Spice Sorority","401","16.69"
1979,432,"Hope Tootsie","401","16.69"
2370,516,"Legend Jedi","400","16.65"
2409,525,"Loathing Legally","400","16.65"
1121,249,"Dracula Crystal","400","16.65"
1005,225,"Destination Jerk","400","16.65"
645,140,"Cheaper Clyde","400","16.65"
2607,572,"Metropolis Coma","400","16.65"
3826,838,"Stagecoach Armageddon","399","16.60"
387,86,"Boogie Amelie","399","16.60"
3221,707,"Quest Mussolini","399","16.60"
957,213,"Date Speed","399","16.60"
2422,528,"Lolita World","399","16.60"
1366,301,"Family Sweet","399","16.60"
3942,859,"Sugar Wonka","398","16.56"
2184,471,"Island Exorcist","398","16.56"
2906,638,"Operation Operation","398","16.56"
1615,353,"Gentlemen Stage","397","16.52"
2581,566,"Maude Mod","397","16.52"
883,194,"Crow Grease","397","16.52"
3517,770,"Scissorhands Slums","397","16.52"
149,31,"Apache Divine","397","16.52"
2127,460,"Innocent Usual","397","16.52"
907,201,"Cyclone Family","396","16.48"
467,103,"Bucket Brotherhood","396","16.48"
1070,239,"Dogma Family","395","16.44"
3774,826,"Speed Suit","395","16.44"
3951,862,"Summer Scarface","395","16.44"
4514,985,"Wonderland Christmas","395","16.44"
3829,838,"Stagecoach Armageddon","395","16.44"
4402,962,"Wasteland Divine","394","16.40"
741,162,"Clueless Bucket","394","16.40"
3180,698,"Princess Giant","394","16.40"
127,25,"Angels Life","394","16.40"
366,80,"Blanket Beverly","394","16.40"
1136,252,"Dream Pickup","394","16.40"
2743,602,"Mourning Purple","393","16.35"
493,110,"Cabin Flash","393","16.35"
2686,590,"Money Harold","393","16.35"
3512,768,"Scarface Bang","393","16.35"
1081,241,"Donnie Alley","393","16.35"
3639,794,"Side Ark","393","16.35"
4164,905,"Trainspotting Strangers","393","16.35"
417,91,"Bound Cheaper","393","16.35"
20,4,"Affair Prejudice","393","16.35"
4292,935,"Vanished Garden","393","16.35"
217,49,"Badman Dawn","392","16.31"
483,107,"Bunch Minds","392","16.31"
3638,794,"Side Ark","392","16.31"
1540,337,"Frida Slipper","392","16.31"
840,184,"Core Suit","392","16.31"
2992,656,"Papi Necklace","392","16.31"
2749,603,"Movie Shakespeare","392","16.31"
1528,334,"Freddy Storm","391","16.27"
558,121,"Carol Texas","391","16.27"
2015,438,"Human Graffiti","391","16.27"
4361,951,"Voyage Legally","391","16.27"
3830,838,"Stagecoach Armageddon","391","16.27"
2529,555,"Mallrats United","391","16.27"
253,57,"Basic Easy","391","16.27"
4400,962,"Wasteland Divine","391","16.27"
931,206,"Dancing Fever","390","16.23"
3158,693,"Potter Connecticut","390","16.23"
3326,732,"Rings Heartbreakers","390","16.23"
2775,609,"Muscle Bright","390","16.23"
424,93,"Brannigan Sunrise","390","16.23"
1093,243,"Doors President","390","16.23"
1558,341,"Frost Head","390","16.23"
3487,764,"Saturday Lambs","390","16.23"
821,179,"Conquerer Nuts","390","16.23"
2286,494,"Karate Moon","389","16.19"
2224,481,"Jekyll Frogmen","389","16.19"
2002,436,"Hours Rage","389","16.19"
589,129,"Cause Date","389","16.19"
2576,564,"Massage Image","389","16.19"
3459,759,"Salute Apollo","388","16.15"
2096,455,"Impossible Prejudice","388","16.15"
702,154,"Clash Freddy","388","16.15"
2730,599,"Mother Oleander","388","16.15"
2136,462,"Insider Arizona","388","16.15"
640,139,"Chasing Fight","388","16.15"
3474,761,"Santa Paris","388","16.15"
1895,412,"Heavyweights Beast","388","16.15"
1625,355,"Ghostbusters Elf","388","16.15"
3863,845,"Stepmom Dream","387","16.10"
4414,965,"Watership Frontier","387","16.10"
51,10,"Aladdin Calendar","387","16.10"
3383,743,"Room Roman","387","16.10"
226,50,"Baked Cleopatra","387","16.10"
2106,457,"Independence Hotel","387","16.10"
2805,616,"National Story","387","16.10"
1773,385,"Groundhog Uncut","387","16.10"
4247,923,"Unfaithful Kill","387","16.10"
801,174,"Confidential Interview","387","16.10"
1682,367,"Goldmine Tycoon","387","16.10"
3316,730,"Ridgemont Submarine","387","16.10"
1088,242,"Doom Dancing","387","16.10"
3765,823,"South Wait","387","16.10"
2648,580,"Mine Titans","387","16.10"
3480,763,"Satisfaction Confidential","387","16.10"
3486,764,"Saturday Lambs","387","16.10"
83,17,"Alone Trip","386","16.06"
1800,391,"Half Outfield","386","16.06"
1323,292,"Excitement Eve","386","16.06"
2976,652,"Pajama Jawbreaker","386","16.06"
89,18,"Alter Victory","386","16.06"
2940,645,"Others Soup","386","16.06"
2239,484,"Jerk Paycheck","386","16.06"
2354,512,"League Hellfighters","385","16.02"
287,65,"Behavior Runaway","385","16.02"
3107,683,"Pity Bound","385","16.02"
3815,835,"Spy Mile","385","16.02"
2132,461,"Insects Stone","385","16.02"
68,13,"Ali Forever","385","16.02"
2423,529,"Lonely Elephant","385","16.02"
4096,892,"Titanic Boondock","385","16.02"
296,67,"Berets Agent","385","16.02"
2361,514,"Lebowski Soldiers","385","16.02"
3388,744,"Roots Remember","385","16.02"
2407,525,"Loathing Legally","385","16.02"
1522,333,"Freaky Pocus","385","16.02"
1108,245,"Double Wrath","385","16.02"
3571,781,"Seven Swarm","385","16.02"
2471,541,"Luke Mummy","385","16.02"
1335,295,"Expendable Stallion","384","15.98"
3029,665,"Patton Interview","384","15.98"
2366,515,"Legally Secretary","384","15.98"
291,66,"Beneath Rush","384","15.98"
4325,942,"Vietnam Smoochy","384","15.98"
2161,467,"Intrigue Worst","384","15.98"
2832,621,"Network Peak","384","15.98"
3339,734,"Road Roxanne","384","15.98"
539,118,"Canyon Stock","384","15.98"
3100,681,"Pirates Roxanne","384","15.98"
1401,307,"Fellowship Autumn","384","15.98"
1437,314,"Fight Jawbreaker","384","15.98"
343,76,"Birdcage Casper","384","15.98"
4570,999,"Zoolander Fiction","384","15.98"
783,172,"Coneheads Smoochy","384","15.98"
1683,367,"Goldmine Tycoon","384","15.98"
418,91,"Bound Cheaper","384","15.98"
1314,290,"Everyone Craft","384","15.98"
4326,942,"Vietnam Smoochy","383","15.94"
3482,763,"Satisfaction Confidential","383","15.94"
4196,913,"Troopers Metal","383","15.94"
1325,293,"Exorcist Sting","383","15.94"
1107,245,"Double Wrath","383","15.94"
3215,706,"Queen Luke","383","15.94"
2778,609,"Muscle Bright","383","15.94"
3263,718,"Rebel Airport","383","15.94"
1141,252,"Dream Pickup","383","15.94"
876,193,"Crossroads Casualties","383","15.94"
1002,224,"Desperate Trainspotting","383","15.94"
2285,494,"Karate Moon","383","15.94"
2508,551,"Maiden Home","383","15.94"
1767,383,"Groove Fiction","383","15.94"
4305,938,"Velvet Terminator","383","15.94"
2943,646,"Outbreak Divine","383","15.94"
1805,392,"Hall Cassidy","382","15.90"
4552,993,"Wrong Behavior","382","15.90"
3967,864,"Sundance Invasion","382","15.90"
3204,704,"Pure Runner","382","15.90"
3313,729,"Rider Caddyshack","382","15.90"
718,157,"Clockwork Paradise","382","15.90"
653,141,"Chicago North","382","15.90"
1839,400,"Hardly Robbers","382","15.90"
223,50,"Baked Cleopatra","382","15.90"
164,35,"Arachnophobia Rollercoaster","382","15.90"
2625,575,"Midsummer Groundhog","382","15.90"
1819,395,"Handicap Boondock","382","15.90"
3675,804,"Sleeping Suspects","382","15.90"
3702,810,"Slums Duck","382","15.90"
144,30,"Anything Savannah","382","15.90"
1467,321,"Flash Wars","382","15.90"
2240,484,"Jerk Paycheck","382","15.90"
1040,232,"Dirty Ace","381","15.86"
3037,666,"Paycheck Wait","381","15.86"
2344,510,"Lawless Vision","381","15.86"
1238,274,"Egg Igby","381","15.86"
2955,648,"Outlaw Hanky","381","15.86"
4100,892,"Titanic Boondock","381","15.86"
2420,528,"Lolita World","381","15.86"
388,86,"Boogie Amelie","381","15.86"
2250,486,"Jet Neighbors","381","15.86"
1100,244,"Dorado Notting","381","15.86"
1438,314,"Fight Jawbreaker","381","15.86"
3067,674,"Pet Haunting","381","15.86"
3907,852,"Strangelove Desire","381","15.86"
4510,985,"Wonderland Christmas","380","15.81"
2982,654,"Panky Submarine","380","15.81"
1776,385,"Groundhog Uncut","380","15.81"
1495,327,"Fool Mockingbird","380","15.81"
3033,665,"Patton Interview","380","15.81"
102,21,"American Circus","380","15.81"
4167,906,"Tramp Others","380","15.81"
2063,447,"Ice Crossing","380","15.81"
436,97,"Bride Intrigue","380","15.81"
1400,307,"Fellowship Autumn","380","15.81"
1729,377,"Grease Youth","380","15.81"
3604,788,"Ship Wonderland","380","15.81"
1974,430,"Hook Chariots","380","15.81"
4165,905,"Trainspotting Strangers","380","15.81"
189,43,"Atlantis Cause","380","15.81"
528,116,"Candidate Perdition","379","15.77"
2539,557,"Manchurian Curtain","379","15.77"
3088,679,"Pilot Hoosiers","379","15.77"
4450,972,"Whisperer Giant","379","15.77"
3236,710,"Rage Games","379","15.77"
3513,769,"School Jacket","379","15.77"
3220,707,"Quest Mussolini","379","15.77"
791,173,"Confessions Maguire","379","15.77"
3422,749,"Rules Human","379","15.77"
3847,842,"State Wasteland","379","15.77"
780,170,"Command Darling","379","15.77"
25,5,"African Egg","379","15.77"
4493,981,"Wolves Desire","378","15.73"
256,57,"Basic Easy","378","15.73"
2706,594,"Montezuma Command","378","15.73"
4241,922,"Undefeated Dalmations","378","15.73"
1072,239,"Dogma Family","378","15.73"
1517,331,"Forward Temple","378","15.73"
407,90,"Boulevard Mob","378","15.73"
2220,480,"Jeepers Wedding","378","15.73"
2408,525,"Loathing Legally","378","15.73"
378,83,"Blues Instinct","378","15.73"
3525,772,"Sea Virgin","378","15.73"
180,39,"Armageddon Lost","378","15.73"
4016,875,"Talented Homicide","378","15.73"
3056,672,"Perfect Groove","377","15.69"
3590,785,"Shawshank Bubble","377","15.69"
2225,481,"Jekyll Frogmen","377","15.69"
950,212,"Darn Forrester","377","15.69"
3216,706,"Queen Luke","377","15.69"
414,91,"Bound Cheaper","377","15.69"
682,149,"Christmas Moonshine","377","15.69"
537,117,"Candles Grapes","377","15.69"
4056,883,"Tequila Past","377","15.69"
162,35,"Arachnophobia Rollercoaster","377","15.69"
1424,311,"Fiction Christmas","377","15.69"
445,99,"Bringing Hysterical","377","15.69"
942,209,"Darkness War","377","15.69"
3450,756,"Saddle Antitrust","377","15.69"
3582,784,"Shanghai Tycoon","377","15.69"
2606,572,"Metropolis Coma","376","15.65"
3336,733,"River Outlaw","376","15.65"
3076,676,"Philadelphia Wife","376","15.65"
121,24,"Analyze Hoosiers","376","15.65"
1512,330,"Forrester Comancheros","376","15.65"
1991,434,"Horror Reign","376","15.65"
3365,738,"Rocketeer Mother","376","15.65"
1191,265,"Dying Maker","376","15.65"
2647,580,"Mine Titans","376","15.65"
2828,621,"Network Peak","376","15.65"
743,162,"Clueless Bucket","375","15.61"
846,185,"Cowboy Doom","375","15.61"
1896,413,"Hedwig Alter","375","15.61"
1918,417,"Hills Neighbors","375","15.61"
2848,624,"Nightmare Chill","375","15.61"
1039,232,"Dirty Ace","375","15.61"
4156,902,"Trading Pinocchio","375","15.61"
1751,380,"Greek Everyone","374","15.56"
2358,513,"Leathernecks Dwarfs","374","15.56"
4460,974,"Wild Apollo","374","15.56"
3079,677,"Pianist Outfield","374","15.56"
4069,887,"Thief Pelican","374","15.56"
2156,466,"Intolerable Intentions","373","15.52"
2238,484,"Jerk Paycheck","372","15.48"
2382,519,"Liberty Magnificent","372","15.48"
573,124,"Casper Dragonfly","371","15.44"
1009,226,"Destiny Saturday","371","15.44"
16,4,"Affair Prejudice","371","15.44"
2139,463,"Instinct Airport","371","15.44"
999,223,"Desire Alien","371","15.44"
623,135,"Chance Resurrection","371","15.44"
2846,624,"Nightmare Chill","371","15.44"
3484,764,"Saturday Lambs","371","15.44"
4406,963,"Watch Tracy","370","15.40"
1881,410,"Heaven Freedom","370","15.40"
1555,341,"Frost Head","370","15.40"
183,40,"Army Flintstones","370","15.40"
3101,681,"Pirates Roxanne","370","15.40"
1331,294,"Expecations Natural","369","15.36"
3514,769,"School Jacket","369","15.36"
4422,967,"Weekend Personal","369","15.36"
4024,877,"Taxi Kick","369","15.36"
3130,688,"Polish Brooklyn","369","15.36"
4532,989,"Working Microcosmos","369","15.36"
2579,565,"Matrix Snowman","368","15.31"
799,174,"Confidential Interview","368","15.31"
2013,438,"Human Graffiti","368","15.31"
4509,985,"Wonderland Christmas","368","15.31"
171,37,"Arizona Bang","368","15.31"
4558,995,"Yentl Idaho","367","15.27"
1548,339,"Frogmen Breaking","367","15.27"
3511,768,"Scarface Bang","367","15.27"
4271,929,"Usual Untouchables","367","15.27"
3315,730,"Ridgemont Submarine","367","15.27"
2595,570,"Mermaid Insects","367","15.27"
1357,299,"Factory Dragon","367","15.27"
3983,868,"Superfly Trip","366","15.23"
201,45,"Attraction Newton","366","15.23"
929,206,"Dancing Fever","366","15.23"
1594,349,"Gangs Pride","366","15.23"
1592,349,"Gangs Pride","366","15.23"
1078,240,"Dolls Rage","366","15.23"
3529,772,"Sea Virgin","366","15.23"
1849,403,"Harry Idaho","366","15.23"
1233,273,"Effect Gladiator","366","15.23"
3078,677,"Pianist Outfield","366","15.23"
877,193,"Crossroads Casualties","366","15.23"
92,18,"Alter Victory","366","15.23"
500,111,"Caddyshack Jedi","365","15.19"
3930,857,"Strictly Scarface","365","15.19"
4166,906,"Tramp Others","365","15.19"
2612,573,"Microcosmos Paradise","365","15.19"
4248,923,"Unfaithful Kill","365","15.19"
809,176,"Congeniality Quest","365","15.19"
1964,428,"Homicide Peach","365","15.19"
1680,366,"Goldfinger Sensibility","365","15.19"
724,159,"Closer Bang","365","15.19"
4153,902,"Trading Pinocchio","365","15.19"
412,91,"Bound Cheaper","364","15.15"
621,135,"Chance Resurrection","364","15.15"
3026,664,"Patriot Roman","364","15.15"
45,9,"Alabama Devil","364","15.15"
2807,616,"National Story","364","15.15"
3581,783,"Shane Darkness","364","15.15"
2419,527,"Lola Agent","364","15.15"
2605,572,"Metropolis Coma","364","15.15"
4335,945,"Virginian Pluto","364","15.15"
2857,626,"Noon Papi","364","15.15"
2385,521,"Lies Treatment","363","15.11"
1267,281,"Encino Elf","363","15.11"
3298,726,"Reservoir Adaptation","363","15.11"
3485,764,"Saturday Lambs","363","15.11"
935,207,"Dangerous Uptown","363","15.11"
1945,423,"Hollywood Anonymous","363","15.11"
2534,556,"Maltese Hope","363","15.11"
3580,783,"Shane Darkness","363","15.11"
1597,350,"Garden Island","363","15.11"
3355,737,"Rock Instinct","362","15.06"
784,172,"Coneheads Smoochy","362","15.06"
1837,399,"Happiness United","362","15.06"
1198,266,"Dynamite Tarzan","362","15.06"
626,136,"Chaplin License","362","15.06"
3239,711,"Raging Airplane","362","15.06"
293,66,"Beneath Rush","362","15.06"
1409,308,"Ferris Mother","362","15.06"
1355,299,"Factory Dragon","362","15.06"
2969,650,"Pacific Amistad","362","15.06"
2991,655,"Panther Reds","362","15.06"
1146,253,"Drifter Commandments","362","15.06"
778,170,"Command Darling","361","15.02"
2609,572,"Metropolis Coma","361","15.02"
3679,805,"Sleepless Monsoon","361","15.02"
4386,958,"Wardrobe Phantom","361","15.02"
4026,877,"Taxi Kick","361","15.02"
939,208,"Dares Pluto","361","15.02"
3520,771,"Scorpion Apollo","361","15.02"
345,77,"Birds Perdition","361","15.02"
649,141,"Chicago North","361","15.02"
3569,780,"Sensibility Rear","361","15.02"
1115,247,"Downhill Enough","361","15.02"
3603,787,"Shining Roses","361","15.02"
4313,939,"Vertigo Northwest","361","15.02"
3662,800,"Sinners Atlantis","360","14.98"
1566,344,"Fury Murder","360","14.98"
2542,557,"Manchurian Curtain","360","14.98"
3235,710,"Rage Games","360","14.98"
3775,827,"Spice Sorority","360","14.98"
1058,235,"Divide Monster","360","14.98"
2054,446,"Hysterical Grail","360","14.98"
55,11,"Alamo Videotape","360","14.98"
4375,956,"Wanda Chamber","360","14.98"
2438,532,"Loser Hustler","359","14.94"
1854,403,"Harry Idaho","359","14.94"
4081,890,"Tights Dawn","359","14.94"
3902,852,"Strangelove Desire","359","14.94"
2461,537,"Lover Truman","359","14.94"
2034,443,"Hurricane Affair","359","14.94"
2565,562,"Masked Bubble","359","14.94"
1725,376,"Grapes Fury","359","14.94"
1018,228,"Detective Vision","359","14.94"
1614,353,"Gentlemen Stage","359","14.94"
2245,485,"Jersey Sassy","359","14.94"
2116,458,"Indian Love","359","14.94"
2958,649,"Oz Liaisons","359","14.94"
2801,615,"Nash Chocolat","359","14.94"
2017,439,"Hunchback Impossible","359","14.94"
2348,511,"Lawrence Love","359","14.94"
167,37,"Arizona Bang","359","14.94"
2727,598,"Mosquito Armageddon","359","14.94"
4475,978,"Wisdom Worker","359","14.94"
2657,583,"Mission Zoolander","359","14.94"
2937,645,"Others Soup","359","14.94"
1372,302,"Fantasia Park","358","14.90"
3859,845,"Stepmom Dream","358","14.90"
3813,835,"Spy Mile","358","14.90"
2046,444,"Hustler Party","358","14.90"
3405,746,"Rouge Squad","358","14.90"
2502,550,"Maguire Apache","358","14.90"
4112,894,"Tomatoes Hellfighters","358","14.90"
1571,345,"Gables Metropolis","358","14.90"
3600,786,"Shepherd Midsummer","358","14.90"
1336,295,"Expendable Stallion","358","14.90"
453,100,"Brooklyn Desert","358","14.90"
686,150,"Cider Desire","358","14.90"
1260,280,"Empire Malkovich","357","14.86"
3556,777,"Secretary Rouge","357","14.86"
1460,320,"Flamingos Connecticut","357","14.86"
3645,796,"Sierra Divide","357","14.86"
836,183,"Conversation Downhill","357","14.86"
3188,699,"Private Drop","357","14.86"
2343,510,"Lawless Vision","357","14.86"
3258,717,"Rear Trading","357","14.86"
3908,852,"Strangelove Desire","357","14.86"
2813,618,"Necklace Outbreak","357","14.86"
4351,948,"Voice Peach","357","14.86"
3618,790,"Shootist Superfly","357","14.86"
1015,227,"Details Packer","357","14.86"
1791,389,"Gunfighter Mussolini","357","14.86"
1095,244,"Dorado Notting","356","14.81"
3665,800,"Sinners Atlantis","356","14.81"
2979,652,"Pajama Jawbreaker","356","14.81"
3612,789,"Shock Cabin","356","14.81"
2536,556,"Maltese Hope","356","14.81"
1844,402,"Harper Dying","356","14.81"
3434,753,"Rush Goodfellas","356","14.81"
1324,292,"Excitement Eve","356","14.81"
1255,277,"Elephant Trojan","356","14.81"
3196,702,"Pulp Beverly","356","14.81"
2680,588,"Model Fish","356","14.81"
2885,633,"October Submarine","356","14.81"
892,199,"Cupboard Sinners","356","14.81"
1704,371,"Gosford Donnie","356","14.81"
1770,384,"Grosse Wonderful","356","14.81"
2089,453,"Image Princess","356","14.81"
1271,281,"Encino Elf","356","14.81"
3121,686,"Pluto Oleander","356","14.81"
3311,729,"Rider Caddyshack","356","14.81"
3608,789,"Shock Cabin","356","14.81"
4011,873,"Sweethearts Suspects","356","14.81"
2663,585,"Mob Duffel","355","14.77"
4374,953,"Wait Cider","355","14.77"
475,104,"Bugsy Song","355","14.77"
2757,605,"Mulholland Beast","355","14.77"
279,62,"Bed Highball","355","14.77"
1252,276,"Element Freddy","354","14.73"
2973,651,"Packer Madigan","354","14.73"
2934,644,"Oscar Gold","354","14.73"
707,154,"Clash Freddy","354","14.73"
4043,880,"Telemark Heartbreakers","354","14.73"
4381,957,"War Notting","354","14.73"
2458,536,"Lovely Jingle","354","14.73"
3314,729,"Rider Caddyshack","354","14.73"
3761,823,"South Wait","354","14.73"
3625,791,"Show Lord","354","14.73"
430,95,"Breakfast Goldfinger","354","14.73"
609,132,"Chainsaw Uptown","354","14.73"
1060,235,"Divide Monster","354","14.73"
3441,755,"Sabrina Midnight","354","14.73"
1825,396,"Hanging Deep","354","14.73"
3229,709,"Racer Egg","354","14.73"
2886,633,"October Submarine","353","14.69"
1948,424,"Holocaust Highball","353","14.69"
2500,549,"Magnolia Forrester","353","14.69"
320,72,"Bill Others","353","14.69"
85,17,"Alone Trip","353","14.69"
1797,391,"Half Outfield","353","14.69"
4471,976,"Wind Phantom","353","14.69"
4446,972,"Whisperer Giant","353","14.69"
232,51,"Balloon Homeward","353","14.69"
3210,705,"Purple Movie","352","14.65"
3156,693,"Potter Connecticut","352","14.65"
3223,708,"Quills Bull","352","14.65"
2338,508,"Lambs Cincinatti","352","14.65"
479,105,"Bull Shawshank","352","14.65"
765,167,"Coma Head","352","14.65"
199,44,"Attacks Hate","352","14.65"
3139,689,"Pollock Deliverance","351","14.61"
1685,367,"Goldmine Tycoon","351","14.61"
361,79,"Blade Polish","351","14.61"
4047,880,"Telemark Heartbreakers","351","14.61"
3577,782,"Shakespeare Saddle","351","14.61"
1606,351,"Gaslight Crusade","351","14.61"
3634,793,"Shrunk Divine","351","14.61"
4025,877,"Taxi Kick","350","14.57"
3305,727,"Resurrection Silverado","350","14.57"
1420,311,"Fiction Christmas","350","14.57"
2900,637,"Open African","350","14.57"
4280,931,"Valentine Vanishing","350","14.57"
4116,895,"Tomorrow Hustler","350","14.57"
1240,274,"Egg Igby","350","14.57"
148,31,"Apache Divine","350","14.57"
3256,716,"Reap Unfaithful","349","14.52"
678,149,"Christmas Moonshine","349","14.52"
2204,476,"Jason Trap","349","14.52"
4322,941,"Videotape Arsenic","349","14.52"
391,86,"Boogie Amelie","349","14.52"
2987,655,"Panther Reds","348","14.48"
1440,315,"Finding Anaconda","348","14.48"
2113,458,"Indian Love","347","14.44"
2022,439,"Hunchback Impossible","347","14.44"
146,31,"Apache Divine","346","14.40"
3502,767,"Scalawag Duck","346","14.40"
1033,231,"Dinosaur Secretary","346","14.40"
2709,595,"Moon Bunch","346","14.40"
796,174,"Confidential Interview","346","14.40"
3200,703,"Punk Divorce","346","14.40"
269,60,"Beast Hunchback","345","14.36"
3869,846,"Sting Personal","345","14.36"
2308,501,"Kissing Dolls","345","14.36"
1924,418,"Hobbit Alien","345","14.36"
4528,988,"Worker Tarzan","345","14.36"
2182,471,"Island Exorcist","345","14.36"
569,123,"Casablanca Super","345","14.36"
1464,320,"Flamingos Connecticut","345","14.36"
2790,612,"Mussolini Spoilers","344","14.32"
1422,311,"Fiction Christmas","344","14.32"
2776,609,"Muscle Bright","344","14.32"
1772,384,"Grosse Wonderful","344","14.32"
1737,378,"Greatest North","344","14.32"
1834,398,"Hanover Galaxy","344","14.32"
914,203,"Daisy Menagerie","343","14.27"
1064,236,"Divine Resurrection","343","14.27"
3004,659,"Park Citizen","343","14.27"
364,80,"Blanket Beverly","343","14.27"
605,131,"Center Dinosaur","343","14.27"
3844,842,"State Wasteland","343","14.27"
3522,771,"Scorpion Apollo","343","14.27"
744,162,"Clueless Bucket","343","14.27"
3698,809,"Slipper Fidelity","343","14.27"
2758,605,"Mulholland Beast","343","14.27"
1852,403,"Harry Idaho","343","14.27"
128,25,"Angels Life","343","14.27"
3445,755,"Sabrina Midnight","342","14.23"
1091,243,"Doors President","342","14.23"
1338,295,"Expendable Stallion","342","14.23"
32,7,"Airplane Sierra","342","14.23"
3636,794,"Side Ark","342","14.23"
1327,293,"Exorcist Sting","342","14.23"
3762,823,"South Wait","342","14.23"
3368,739,"Rocky War","342","14.23"
3726,814,"Snatch Slipper","342","14.23"
2269,490,"Jumanji Blade","342","14.23"
262,58,"Beach Heartbreakers","342","14.23"
1812,394,"Hamlet Wisdom","341","14.19"
4367,952,"Wagon Jaws","341","14.19"
641,139,"Chasing Fight","341","14.19"
174,39,"Armageddon Lost","341","14.19"
979,218,"Deceiver Betrayed","341","14.19"
319,71,"Bilko Anonymous","341","14.19"
4115,895,"Tomorrow Hustler","341","14.19"
3061,672,"Perfect Groove","341","14.19"
2051,445,"Hyde Doctor","341","14.19"
830,181,"Contact Anonymous","340","14.15"
2212,478,"Jaws Harry","340","14.15"
726,159,"Closer Bang","340","14.15"
4042,880,"Telemark Heartbreakers","340","14.15"
3136,689,"Pollock Deliverance","340","14.15"
1447,317,"Fireball Philadelphia","340","14.15"
3020,663,"Patient Sister","340","14.15"
3096,680,"Pinocchio Simon","340","14.15"
2121,460,"Innocent Usual","340","14.15"
2970,651,"Packer Madigan","340","14.15"
1239,274,"Egg Igby","340","14.15"
4563,996,"Young Language","340","14.15"
1477,323,"Flight Lies","340","14.15"
960,214,"Daughter Madigan","340","14.15"
4458,973,"Wife Turn","339","14.11"
1196,266,"Dynamite Tarzan","339","14.11"
4525,988,"Worker Tarzan","339","14.11"
2177,470,"Ishtar Rocketeer","339","14.11"
2071,449,"Identity Lover","339","14.11"
2443,533,"Lost Bird","339","14.11"
1426,312,"Fiddler Lost","339","14.11"
1653,361,"Gleaming Jawbreaker","339","14.11"
3270,720,"Redemption Comforts","339","14.11"
2070,449,"Identity Lover","339","14.11"
1029,231,"Dinosaur Secretary","339","14.11"
4191,912,"Trojan Tomorrow","339","14.11"
681,149,"Christmas Moonshine","339","14.11"
2341,509,"Language Cowboy","339","14.11"
2773,609,"Muscle Bright","339","14.11"
3081,677,"Pianist Outfield","339","14.11"
881,194,"Crow Grease","339","14.11"
1985,433,"Horn Working","339","14.11"
3415,748,"Rugrats Shakespeare","339","14.11"
1192,266,"Dynamite Tarzan","338","14.07"
3920,856,"Streetcar Intentions","338","14.07"
3553,777,"Secretary Rouge","338","14.07"
2254,487,"Jingle Sagebrush","338","14.07"
2677,587,"Mod Secretary","338","14.07"
3335,733,"River Outlaw","338","14.07"
196,44,"Attacks Hate","338","14.07"
1216,270,"Earth Vision","338","14.07"
1503,329,"Forrest Sons","338","14.07"
3533,773,"Seabiscuit Punk","338","14.07"
