"payment_id","customer_id","rental_id","inventory_id","rental_date","return_date","rental_rate","amount_paid","rental_duration","real_duration","delay","film_id","title"
24436,182,11055,3851,"2005-08-02 06:36:05","2005-08-06 00:36:05","4.99","4.99",4,"4","0",843,"Steel Santa"
24437,182,11785,2760,"2005-08-17 10:54:46","2005-08-23 14:15:46","0.99","3.99",3,"6","3",606,"Mummy Creatures"
24438,182,12573,1416,"2005-08-18 15:32:57","2005-08-21 18:29:57","4.99","4.99",5,"3","-2",310,"Fever Empire"
24439,182,12840,2098,"2005-08-19 01:54:11","2005-08-28 01:11:11","4.99","6.99",7,"9","2",455,"Impossible Prejudice"
24440,182,13285,2139,"2005-08-19 18:18:44","2005-08-20 12:33:44","2.99","2.99",4,"1","-3",463,"Instinct Airport"
24441,182,14586,3094,"2005-08-21 17:19:09","2005-08-26 17:00:09","4.99","5.99",4,"5","1",680,"Pinocchio Simon"
24442,182,14953,816,"2005-08-22 06:23:54","2005-08-28 03:19:54","4.99","6.99",4,"6","2",177,"Connecticut Tramp"
24443,182,15043,3797,"2005-08-22 09:49:32","2005-08-28 13:50:32","0.99","1.99",5,"6","1",832,"Splash Gump"
24444,183,10620,3064,"2005-08-01 15:09:17","2005-08-09 13:58:17","0.99","5.99",3,"8","5",673,"Personal Ladybugs"
24445,183,11386,519,"2005-08-02 18:24:03","2005-08-06 21:22:03","2.99","2.99",5,"4","-1",115,"Campus Remember"
24446,183,12451,2780,"2005-08-18 11:04:42","2005-08-20 08:20:42","0.99","0.99",7,"2","-5",610,"Music Boondock"
24447,183,12764,26,"2005-08-18 23:14:15","2005-08-22 20:23:15","2.99","3.99",3,"4","1",6,"Agent Truman"
24448,183,12831,1916,"2005-08-19 01:40:43","2005-08-28 05:22:43","0.99","3.99",6,"9","3",416,"Highball Potter"
24449,183,13482,1627,"2005-08-20 01:14:30","2005-08-24 04:57:30","2.99","2.99",5,"4","-1",356,"Giant Troopers"
24450,183,13536,667,"2005-08-20 03:35:16","2005-08-25 04:06:16","4.99","4.99",5,"5","0",145,"Chisum Behavior"
24451,184,12166,3627,"2005-08-18 00:57:06","2005-08-26 03:13:06","4.99","9.99",3,"8","5",791,"Show Lord"
24452,184,12454,4219,"2005-08-18 11:19:02","2005-08-19 12:00:02","2.99","2.99",3,"1","-2",917,"Tuxedo Mile"
24453,184,12532,114,"2005-08-18 13:57:58","2005-08-24 14:58:58","2.99","2.99",6,"6","0",22,"Amistad Midsummer"
24454,184,13134,1354,"2005-08-19 12:14:14","2005-08-20 11:52:14","0.99","0.99",4,"1","-3",299,"Factory Dragon"
24455,184,13262,4483,"2005-08-19 17:20:15","2005-08-26 18:28:15","4.99","5.99",6,"7","1",979,"Witches Panic"
24456,184,13303,34,"2005-08-19 18:55:21","2005-08-23 18:49:21","4.99","4.99",6,"4","-2",7,"Airplane Sierra"
24457,184,14472,4097,"2005-08-21 13:13:57","2005-08-23 14:04:57","4.99","4.99",3,"2","-1",892,"Titanic Boondock"
24458,184,14801,1677,"2005-08-22 00:46:54","2005-08-30 19:03:54","0.99","5.99",3,"8","5",366,"Goldfinger Sensibility"
24459,184,15611,1713,"2005-08-23 06:56:18","2005-08-25 06:10:18","0.99","0.99",3,"2","-1",374,"Graffiti Love"
24460,185,11355,2673,"2005-08-02 17:37:43","2005-08-05 19:59:43","0.99","0.99",4,"3","-1",586,"Mockingbird Hollywood"
24461,185,12312,80,"2005-08-18 06:07:26","2005-08-21 02:07:26","2.99","2.99",6,"3","-3",16,"Alley Evolution"
24462,185,12674,636,"2005-08-18 19:24:56","2005-08-26 22:16:56","2.99","5.99",5,"8","3",138,"Chariots Conspiracy"
24463,185,12885,883,"2005-08-19 03:37:25","2005-08-20 22:10:25","0.99","0.99",6,"1","-5",194,"Crow Grease"
24464,185,14513,4265,"2005-08-21 14:51:35","2005-08-24 13:24:35","2.99","2.99",5,"3","-2",928,"Uptown Young"
24465,186,10985,2734,"2005-08-02 04:30:19","2005-08-03 05:18:19","0.99","0.99",5,"1","-4",600,"Motions Details"
24466,186,11982,118,"2005-08-17 18:13:07","2005-08-18 19:06:07","0.99","0.99",3,"1","-2",23,"Anaconda Confessions"
24467,186,12348,434,"2005-08-18 07:21:47","2005-08-25 04:41:47","2.99","5.99",4,"7","3",96,"Breaking Home"
24468,186,12438,2043,"2005-08-18 10:42:52","2005-08-25 11:42:52","4.99","8.99",3,"7","4",444,"Hustler Party"
24469,186,13168,2210,"2005-08-19 13:37:28","2005-08-27 17:54:28","2.99","6.99",4,"8","4",478,"Jaws Harry"
24470,186,13517,533,"2005-08-20 02:33:17","2005-08-23 22:40:17","4.99","4.99",6,"3","-3",117,"Candles Grapes"
24471,186,13853,1680,"2005-08-20 14:47:02","2005-08-26 20:32:02","0.99","3.99",3,"6","3",366,"Goldfinger Sensibility"
24472,186,14006,2189,"2005-08-20 20:21:36","2005-08-21 15:26:36","2.99","2.99",5,"1","-4",473,"Jacket Frisco"
24473,186,14229,4479,"2005-08-21 04:57:15","2005-08-26 10:00:15","4.99","4.99",6,"5","-1",979,"Witches Panic"
24474,186,14646,948,"2005-08-21 19:14:48","2005-08-23 17:15:48","4.99","4.99",7,"2","-5",211,"Darling Breaking"
24475,186,14988,2114,"2005-08-22 07:46:05","2005-08-29 06:43:05","0.99","3.99",4,"7","3",458,"Indian Love"
24476,186,15001,2869,"2005-08-22 08:00:49","2005-08-27 05:53:49","0.99","0.99",7,"5","-2",629,"Notorious Reunion"
24477,186,15295,2164,"2005-08-22 19:36:21","2005-08-31 00:07:21","0.99","3.99",6,"9","3",467,"Intrigue Worst"
24478,186,15596,3834,"2005-08-23 06:19:51","2005-08-25 03:32:51","0.99","0.99",5,"2","-3",840,"Stampede Disturbing"
24479,187,11843,3091,"2005-08-17 13:14:50","2005-08-22 11:31:50","2.99","2.99",6,"5","-1",679,"Pilot Hoosiers"
24480,187,12307,2679,"2005-08-18 05:48:23","2005-08-26 02:32:23","4.99","8.99",4,"8","4",588,"Model Fish"
24481,187,12490,1577,"2005-08-18 12:48:45","2005-08-27 15:53:45","4.99","9.99",4,"9","5",346,"Galaxy Sweethearts"
24482,187,12534,995,"2005-08-18 14:04:41","2005-08-25 16:57:41","4.99","7.99",4,"7","3",222,"Desert Poseidon"
24483,187,13940,2638,"2005-08-20 17:28:57","2005-08-27 22:07:57","4.99","8.99",3,"7","4",579,"Minds Truman"
24484,187,14855,1668,"2005-08-22 02:27:32","2005-08-31 03:35:32","2.99","8.99",3,"9","6",364,"Godfather Diary"
24485,187,15231,2980,"2005-08-22 17:32:57","2005-08-25 13:06:57","4.99","4.99",3,"3","0",653,"Panic Club"
24486,187,15517,2221,"2005-08-23 03:13:01","2005-08-25 21:14:01","2.99","2.99",3,"2","-1",480,"Jeepers Wedding"
24487,187,15971,3456,"2005-08-23 19:59:33","2005-09-02 01:28:33","2.99","7.99",5,"10","5",758,"Saints Bride"
24488,188,10453,1531,"2005-08-01 09:13:27","2005-08-08 11:34:27","4.99","5.99",6,"7","1",334,"Freddy Storm"
24489,188,10494,847,"2005-08-01 10:45:21","2005-08-02 12:34:21","0.99","0.99",6,"1","-5",186,"Craft Outfield"
24490,188,10719,3861,"2005-08-01 19:00:28","2005-08-07 17:04:28","4.99","4.99",7,"6","-1",845,"Stepmom Dream"
24491,188,10757,102,"2005-08-01 20:22:44","2005-08-04 19:48:44","4.99","4.99",3,"3","0",21,"American Circus"
24492,188,11378,3824,"2005-08-02 18:16:52","2005-08-03 14:25:52","2.99","2.99",4,"1","-3",837,"Stage World"
24493,188,13570,2808,"2005-08-20 05:04:57","2005-08-24 06:19:57","2.99","2.99",4,"4","0",616,"National Story"
24494,188,13787,253,"2005-08-20 12:15:23","2005-08-27 06:24:23","2.99","5.99",4,"7","3",57,"Basic Easy"
24495,188,14399,3582,"2005-08-21 10:33:23","2005-08-27 08:00:23","2.99","2.99",7,"6","-1",784,"Shanghai Tycoon"
24496,188,14809,1077,"2005-08-22 01:00:42","2005-08-29 19:55:42","2.99","2.99",7,"7","0",240,"Dolls Rage"
24497,188,15319,3041,"2005-08-22 20:17:17","2005-08-25 01:06:17","2.99","2.99",3,"3","0",667,"Peach Innocent"
24498,188,15409,560,"2005-08-22 23:26:32","2005-08-24 22:44:32","0.99","0.99",7,"2","-5",122,"Carrie Bunch"
24499,188,15474,3015,"2005-08-23 01:39:10","2005-08-23 21:46:10","4.99","4.99",3,"0","-3",662,"Paths Control"
24500,189,10247,4035,"2005-08-01 02:34:06","2005-08-09 02:33:06","4.99","9.99",3,"8","5",879,"Telegraph Voyage"
24501,189,11059,428,"2005-08-02 06:41:38","2005-08-09 04:34:38","4.99","6.99",5,"7","2",95,"Breakfast Goldfinger"
24502,189,13601,2166,"2005-08-20 06:01:15","2005-08-29 06:14:15","2.99","6.99",5,"9","4",468,"Invasion Cyclone"
24503,189,13766,1313,"2005-08-20 11:42:01","2005-08-27 13:44:01","0.99","3.99",4,"7","3",290,"Everyone Craft"
24504,189,15773,1626,"2005-08-23 13:24:57","2005-08-31 14:16:57","0.99","1.99",7,"8","1",355,"Ghostbusters Elf"
24505,189,16008,3273,"2005-08-23 21:04:51","2005-08-31 22:09:51","4.99","5.99",7,"8","1",721,"Reds Pocus"
24506,190,11082,3037,"2005-08-02 07:30:19","2005-08-07 05:20:19","4.99","5.99",4,"5","1",666,"Paycheck Wait"
24507,190,11158,530,"2005-08-02 09:58:28","2005-08-10 13:54:28","2.99","6.99",4,"8","4",116,"Candidate Perdition"
24508,190,11276,4226,"2005-08-02 14:28:46","2005-08-04 14:00:46","4.99","4.99",3,"2","-1",919,"Tycoon Gathering"
24509,190,11312,1093,"2005-08-02 15:56:51","2005-08-07 20:56:51","4.99","6.99",3,"5","2",243,"Doors President"
24510,190,11750,665,"2005-08-17 09:07:00","2005-08-23 08:16:00","0.99","0.99",6,"6","0",143,"Chill Luck"
24511,190,11950,4412,"2005-08-17 17:13:16","2005-08-26 21:25:16","4.99","9.99",4,"9","5",964,"Waterfront Deliverance"
24512,190,12270,2456,"2005-08-18 04:32:05","2005-08-21 01:37:05","2.99","2.99",3,"3","0",536,"Lovely Jingle"
24513,190,12381,3651,"2005-08-18 08:31:43","2005-08-23 12:24:43","0.99","0.99",7,"5","-2",797,"Silence Kane"
24514,190,14065,3758,"2005-08-20 22:40:47","2005-08-24 01:47:47","0.99","0.99",6,"4","-2",822,"Soup Wisdom"
24515,190,14141,4527,"2005-08-21 02:07:22","2005-08-30 07:32:22","2.99","4.99",7,"9","2",988,"Worker Tarzan"
24516,190,14166,2457,"2005-08-21 02:59:31","2005-08-24 23:19:31","2.99","2.99",3,"3","0",536,"Lovely Jingle"
24517,190,14650,1274,"2005-08-21 19:24:51","2005-08-25 13:58:51","0.99","0.99",5,"4","-1",282,"Encounters Curtain"
24518,191,10532,746,"2005-08-01 12:06:35","2005-08-07 16:04:35","0.99","2.99",4,"6","2",163,"Clyde Theory"
24519,191,15375,3864,"2005-08-22 22:12:02","2005-08-24 00:50:02","4.99","4.99",7,"2","-5",845,"Stepmom Dream"
24520,192,10238,561,"2005-08-01 02:08:05","2005-08-02 01:52:05","0.99","0.99",7,"1","-6",122,"Carrie Bunch"
24521,192,10843,1286,"2005-08-01 23:43:03","2005-08-09 23:49:03","4.99","7.99",5,"8","3",284,"Enemy Odds"
24522,192,11385,2478,"2005-08-02 18:23:11","2005-08-06 12:37:11","4.99","4.99",5,"4","-1",543,"Madigan Dorado"
24523,192,11815,272,"2005-08-17 12:13:26","2005-08-22 17:15:26","4.99","4.99",5,"5","0",61,"Beauty Grease"
24524,192,13125,3722,"2005-08-19 11:57:49","2005-08-26 07:53:49","4.99","5.99",6,"7","1",814,"Snatch Slipper"
24525,192,14146,2151,"2005-08-21 02:13:31","2005-08-24 22:47:31","4.99","4.99",4,"3","-1",465,"Interview Liaisons"
24526,192,14238,3148,"2005-08-21 05:16:40","2005-08-30 02:13:40","4.99","7.99",6,"9","3",691,"Poseidon Forever"
24527,192,14404,3660,"2005-08-21 10:43:04","2005-08-30 10:00:04","2.99","4.99",7,"9","2",800,"Sinners Atlantis"
24528,192,14692,1908,"2005-08-21 20:43:21","2005-08-28 19:02:21","2.99","6.99",3,"7","4",415,"High Encino"
24529,192,15855,2528,"2005-08-23 15:59:01","2005-08-29 20:26:01","0.99","2.99",4,"6","2",555,"Mallrats United"
24530,193,10462,4526,"2005-08-01 09:38:28","2005-08-02 09:52:28","2.99","2.99",7,"1","-6",988,"Worker Tarzan"
24531,193,12384,2557,"2005-08-18 08:36:58","2005-08-23 05:08:58","0.99","0.99",6,"5","-1",560,"Mars Roman"
24532,193,12658,4320,"2005-08-18 19:05:42","2005-08-19 19:08:42","4.99","4.99",4,"1","-3",941,"Videotape Arsenic"
24533,193,13529,1979,"2005-08-20 03:07:47","2005-08-21 21:50:47","2.99","2.99",4,"1","-3",432,"Hope Tootsie"
24534,193,13608,4110,"2005-08-20 06:10:44","2005-08-24 07:08:44","0.99","0.99",6,"4","-2",894,"Tomatoes Hellfighters"
24535,193,14679,1520,"2005-08-21 20:14:58","2005-08-23 23:39:58","2.99","2.99",6,"2","-4",331,"Forward Temple"
24536,193,14927,952,"2005-08-22 05:31:53","2005-08-27 07:04:53","4.99","4.99",7,"5","-2",212,"Darn Forrester"
24537,193,15164,997,"2005-08-22 14:47:53","2005-08-25 16:05:53","4.99","4.99",4,"3","-1",222,"Desert Poseidon"
24538,193,15344,3560,"2005-08-22 21:01:48","2005-08-27 15:47:48","4.99","6.99",3,"5","2",778,"Secrets Paradise"
24539,193,15495,4310,"2005-08-23 02:26:10","2005-08-30 01:07:10","2.99","5.99",4,"7","3",939,"Vertigo Northwest"
24540,194,11475,3687,"2005-08-02 21:55:09","2005-08-09 20:28:09","2.99","5.99",4,"7","3",806,"Sleepy Japanese"
24541,194,12851,3311,"2005-08-19 02:12:12","2005-08-25 23:51:12","2.99","3.99",5,"6","1",729,"Rider Caddyshack"
24542,194,13515,3438,"2005-08-20 02:29:47","2005-08-23 08:12:47","0.99","0.99",3,"3","0",753,"Rush Goodfellas"
24543,194,13616,1694,"2005-08-20 06:30:33","2005-08-27 09:29:33","4.99","7.99",4,"7","3",369,"Goodfellas Salute"
24544,194,14440,3495,"2005-08-21 11:59:04","2005-08-23 10:10:04","4.99","4.99",7,"2","-5",765,"Saturn Name"
24545,194,15937,2882,"2005-08-23 18:43:22","2005-08-24 22:53:22","4.99","4.99",5,"1","-4",632,"Nuts Ties"
24546,195,10911,769,"2005-08-02 01:58:36","2005-08-08 07:37:36","4.99","4.99",6,"6","0",167,"Coma Head"
24547,195,11201,1501,"2005-08-02 11:49:16","2005-08-11 08:39:16","2.99","7.99",4,"9","5",329,"Forrest Sons"
24548,195,11787,1980,"2005-08-17 10:59:00","2005-08-19 05:56:00","2.99","2.99",4,"2","-2",432,"Hope Tootsie"
24549,195,12099,1743,"2005-08-17 22:38:54","2005-08-18 21:29:54","0.99","0.99",7,"1","-6",379,"Greedy Roots"
24550,195,12941,2951,"2005-08-19 05:39:26","2005-08-22 09:50:26","0.99","0.99",4,"3","-1",647,"Outfield Massacre"
24551,195,13741,3887,"2005-08-20 10:48:47","2005-08-21 11:19:47","0.99","0.99",6,"1","-5",849,"Storm Happiness"
24552,195,14751,1156,"2005-08-21 23:11:23","2005-08-30 20:01:23","4.99","7.99",6,"9","3",255,"Driving Polish"
24553,195,16040,3524,"2005-08-23 22:19:33","2005-09-02 02:19:33","4.99","11.99",3,"10","7",771,"Scorpion Apollo"
24554,196,11104,3042,"2005-08-02 08:09:58","2005-08-05 11:55:58","2.99","2.99",3,"3","0",667,"Peach Innocent"
24555,196,12430,2840,"2005-08-18 10:32:41","2005-08-22 16:16:41","0.99","0.99",4,"4","0",623,"Newton Labyrinth"
24556,196,12684,978,"2005-08-18 19:51:27","2005-08-19 15:56:27","0.99","0.99",7,"1","-6",218,"Deceiver Betrayed"
24557,196,12836,1380,"2005-08-19 01:48:33","2005-08-23 04:46:33","0.99","0.99",6,"4","-2",303,"Fantasy Troopers"
24558,196,13799,4413,"2005-08-20 12:36:42","2005-08-28 08:47:42","4.99","8.99",4,"8","4",964,"Waterfront Deliverance"
24559,196,14410,839,"2005-08-21 10:54:49","2005-08-26 08:28:49","4.99","5.99",4,"5","1",183,"Conversation Downhill"
24560,196,14698,4255,"2005-08-21 20:49:58","2005-08-29 20:13:58","0.99","5.99",3,"8","5",925,"United Pilot"
24561,196,15980,3365,"2005-08-23 20:10:13","2005-08-24 17:44:13","0.99","0.99",3,"1","-2",738,"Rocketeer Mother"
24562,197,10460,4504,"2005-08-01 09:31:00","2005-08-09 09:28:00","2.99","3.99",7,"8","1",983,"Won Dares"
24563,197,10666,1945,"2005-08-01 16:56:36","2005-08-07 22:23:36","0.99","0.99",7,"6","-1",423,"Hollywood Anonymous"
24564,197,10739,3160,"2005-08-01 19:46:11","2005-08-06 21:08:11","4.99","4.99",6,"5","-1",694,"Prejudice Oleander"
24565,197,10743,4206,"2005-08-01 19:55:09","2005-08-03 19:29:09","2.99","2.99",6,"2","-4",914,"Trouble Date"
24566,197,11018,2988,"2005-08-02 05:27:53","2005-08-07 10:48:53","4.99","4.99",5,"5","0",655,"Panther Reds"
24567,197,11215,379,"2005-08-02 12:20:42","2005-08-06 14:01:42","4.99","4.99",7,"4","-3",84,"Boiled Dares"
24568,197,11311,204,"2005-08-02 15:53:48","2005-08-03 16:32:48","4.99","4.99",5,"1","-4",45,"Attraction Newton"
24569,197,11478,3932,"2005-08-02 22:09:05","2005-08-04 18:02:05","2.99","2.99",3,"2","-1",857,"Strictly Scarface"
24570,197,11643,1378,"2005-08-17 04:49:35","2005-08-24 07:05:35","0.99","1.99",6,"7","1",303,"Fantasy Troopers"
24571,197,12799,3885,"2005-08-19 00:27:01","2005-08-22 03:30:01","0.99","0.99",6,"3","-3",849,"Storm Happiness"
24572,197,13913,4259,"2005-08-20 16:37:35","2005-08-26 13:12:35","2.99","3.99",5,"6","1",926,"Untouchables Sunrise"
24573,197,14069,2239,"2005-08-20 22:51:25","2005-08-30 00:30:25","2.99","9.99",3,"10","7",484,"Jerk Paycheck"
24574,197,14951,2800,"2005-08-22 06:19:37","2005-08-30 05:51:37","2.99","4.99",6,"8","2",615,"Nash Chocolat"
24575,197,15078,3001,"2005-08-22 11:09:31","2005-08-25 12:16:31","2.99","2.99",7,"3","-4",658,"Paris Weekend"
24576,197,15233,4405,"2005-08-22 17:41:53","2005-08-24 12:59:53","0.99","0.99",5,"2","-3",963,"Watch Tracy"
24577,197,15540,1696,"2005-08-23 04:12:52","2005-08-31 04:25:52","4.99","8.99",4,"8","4",369,"Goodfellas Salute"
24578,198,10679,4437,"2005-08-01 17:27:58","2005-08-08 16:06:58","0.99","0.99",7,"7","0",970,"Westward Seabiscuit"
24579,198,11351,242,"2005-08-02 17:28:07","2005-08-09 21:55:07","2.99","3.99",6,"7","1",55,"Barbarella Streetcar"
24580,198,11594,319,"2005-08-17 02:47:02","2005-08-22 05:14:02","4.99","6.99",3,"5","2",71,"Bilko Anonymous"
24581,198,11756,1798,"2005-08-17 09:29:22","2005-08-21 12:17:22","2.99","2.99",6,"4","-2",391,"Half Outfield"
24582,198,11836,2253,"2005-08-17 13:03:36","2005-08-19 17:15:36","4.99","4.99",6,"2","-4",487,"Jingle Sagebrush"
24583,198,11949,854,"2005-08-17 17:12:26","2005-08-23 20:48:26","2.99","2.99",7,"6","-1",188,"Crazy Home"
24584,198,11957,1924,"2005-08-17 17:22:29","2005-08-23 21:47:29","0.99","1.99",5,"6","1",418,"Hobbit Alien"
24585,198,11985,2208,"2005-08-17 18:19:44","2005-08-18 19:14:44","2.99","2.99",4,"1","-3",478,"Jaws Harry"
24586,198,12594,4421,"2005-08-18 16:24:24","2005-08-25 15:45:24","0.99","4.99",3,"7","4",966,"Wedding Apollo"
24587,198,12862,473,"2005-08-19 02:31:59","2005-08-26 08:16:59","2.99","5.99",4,"7","3",104,"Bugsy Song"
24588,198,13768,3847,"2005-08-20 11:43:43","2005-08-27 07:56:43","2.99","5.99",4,"7","3",842,"State Wasteland"
24589,198,14214,4510,"2005-08-21 04:30:49","2005-08-26 04:42:49","4.99","5.99",4,"5","1",985,"Wonderland Christmas"
24590,198,14380,1523,"2005-08-21 09:53:52","2005-08-25 05:03:52","2.99","2.99",7,"4","-3",333,"Freaky Pocus"
24591,198,14990,4057,"2005-08-22 07:48:01","2005-08-24 06:41:01","4.99","4.99",6,"2","-4",883,"Tequila Past"
24592,198,15256,1873,"2005-08-22 18:20:07","2005-08-28 12:57:07","4.99","6.99",4,"6","2",408,"Head Stranger"
24593,198,15433,155,"2005-08-23 00:27:18","2005-08-26 21:36:18","4.99","4.99",6,"3","-3",32,"Apocalypse Flamingos"
24594,199,10517,2299,"2005-08-01 11:41:57","2005-08-05 06:14:57","4.99","4.99",5,"4","-1",500,"Kiss Glory"
24595,199,10850,1853,"2005-08-01 23:53:45","2005-08-10 21:11:45","4.99","8.99",5,"9","4",403,"Harry Idaho"
24596,199,11454,2901,"2005-08-02 21:04:39","2005-08-05 19:03:39","2.99","2.99",7,"3","-4",638,"Operation Operation"
24597,199,12386,3303,"2005-08-18 08:45:57","2005-08-24 04:50:57","0.99","0.99",6,"6","0",727,"Resurrection Silverado"
24598,199,14320,3121,"2005-08-21 08:04:40","2005-08-22 02:09:40","4.99","4.99",5,"1","-4",686,"Pluto Oleander"
24599,199,15412,1267,"2005-08-22 23:37:11","2005-08-28 23:26:11","0.99","0.99",6,"6","0",281,"Encino Elf"
24600,199,15751,697,"2005-08-23 12:41:07","2005-08-29 07:03:07","2.99","3.99",5,"6","1",152,"Circus Youth"
24601,200,10685,2029,"2005-08-01 17:49:38","2005-08-07 21:04:38","2.99","2.99",6,"6","0",442,"Hunting Musketeers"
24602,200,11356,303,"2005-08-02 17:42:40","2005-08-11 23:29:40","4.99","8.99",5,"9","4",68,"Betrayed Rear"
24603,200,13737,4319,"2005-08-20 10:41:50","2005-08-25 14:33:50","4.99","5.99",4,"5","1",941,"Videotape Arsenic"
24604,200,14034,3484,"2005-08-20 21:31:52","2005-08-29 00:13:52","4.99","10.99",3,"9","6",764,"Saturday Lambs"
24605,200,14521,1538,"2005-08-21 15:01:32","2005-08-28 19:12:32","4.99","6.99",5,"7","2",336,"French Holiday"
24606,200,15691,784,"2005-08-23 09:53:54","2005-08-27 10:14:54","4.99","4.99",7,"4","-3",172,"Coneheads Smoochy"
24607,200,15742,1339,"2005-08-23 12:11:37","2005-08-31 07:28:37","0.99","5.99",3,"8","5",295,"Expendable Stallion"
24608,200,15961,4006,"2005-08-23 19:35:42","2005-08-30 22:52:42","2.99","6.99",3,"7","4",872,"Sweet Brotherhood"
24609,201,10750,3206,"2005-08-01 20:06:00","2005-08-07 15:48:00","2.99","5.99",3,"6","3",704,"Pure Runner"
24610,201,10865,1485,"2005-08-02 00:22:46","2005-08-09 05:08:46","2.99","3.99",6,"7","1",326,"Flying Hook"
24611,201,10891,1269,"2005-08-02 01:09:55","2005-08-05 05:03:55","0.99","0.99",6,"3","-3",281,"Encino Elf"
24612,201,11807,4052,"2005-08-17 11:51:15","2005-08-21 11:47:15","0.99","0.99",4,"4","0",882,"Tenenbaums Command"
24613,201,13076,1226,"2005-08-19 10:10:26","2005-08-22 05:41:26","4.99","4.99",5,"3","-2",272,"Edge Kissing"
24614,201,13613,2415,"2005-08-20 06:23:53","2005-08-29 11:40:53","4.99","9.99",4,"9","5",527,"Lola Agent"
24615,201,13671,1473,"2005-08-20 08:27:03","2005-08-26 03:56:03","2.99","3.99",5,"6","1",322,"Flatliners Killer"
24616,201,13672,2068,"2005-08-20 08:27:27","2005-08-22 06:15:27","2.99","2.99",3,"2","-1",448,"Idaho Love"
24617,201,14656,4205,"2005-08-21 19:39:28","2005-08-24 01:36:28","2.99","2.99",6,"3","-3",914,"Trouble Date"
24618,201,14973,2888,"2005-08-22 06:59:28","2005-08-30 02:28:28","0.99","2.99",6,"8","2",634,"Odds Boogie"
24619,201,15887,4263,"2005-08-23 16:54:09","2005-08-26 13:20:09","2.99","2.99",6,"3","-3",927,"Uprising Uptown"
24620,201,15974,3518,"2005-08-23 20:06:04","2005-08-27 17:33:04","4.99","5.99",3,"4","1",771,"Scorpion Apollo"
24621,208,10762,1363,"2005-08-01 20:28:39","2005-08-05 17:36:39","4.99","4.99",5,"4","-1",300,"Falcon Volume"
24622,208,10784,3494,"2005-08-01 21:24:28","2005-08-09 19:23:28","4.99","5.99",7,"8","1",765,"Saturn Name"
24623,208,11442,2598,"2005-08-02 20:26:19","2005-08-07 00:33:19","2.99","2.99",6,"5","-1",571,"Metal Armageddon"
24624,208,11805,1208,"2005-08-17 11:48:47","2005-08-26 11:06:47","0.99","6.99",3,"9","6",269,"Earring Instinct"
24625,208,11819,656,"2005-08-17 12:25:17","2005-08-19 16:12:17","0.99","0.99",3,"2","-1",142,"Chicken Hellfighters"
24626,209,10554,3220,"2005-08-01 12:56:19","2005-08-03 09:44:19","2.99","2.99",5,"2","-3",707,"Quest Mussolini"
24627,209,10646,1752,"2005-08-01 15:57:55","2005-08-02 19:08:55","4.99","4.99",7,"1","-6",381,"Grinch Massage"
24628,209,10811,4012,"2005-08-01 22:41:15","2005-08-10 00:10:15","0.99","6.99",3,"9","6",873,"Sweethearts Suspects"
24629,209,12025,4019,"2005-08-17 19:59:06","2005-08-23 14:39:06","0.99","0.99",6,"6","0",875,"Talented Homicide"
24630,209,13796,28,"2005-08-20 12:32:32","2005-08-29 10:48:32","2.99","8.99",3,"9","6",6,"Agent Truman"
24631,209,14631,782,"2005-08-21 18:47:49","2005-08-28 16:54:49","4.99","6.99",5,"7","2",170,"Command Darling"
24632,209,15254,3762,"2005-08-22 18:13:07","2005-08-24 21:55:07","2.99","2.99",4,"2","-2",823,"South Wait"
24633,209,15510,3239,"2005-08-23 02:51:27","2005-09-01 02:44:27","4.99","9.99",4,"9","5",711,"Raging Airplane"
24634,210,10890,78,"2005-08-02 00:58:46","2005-08-10 02:13:46","2.99","4.99",6,"8","2",16,"Alley Evolution"
24635,210,12410,1904,"2005-08-18 09:45:33","2005-08-27 08:50:33","2.99","8.99",3,"9","6",414,"Hellfighters Sierra"
24636,210,12879,3556,"2005-08-19 03:22:55","2005-08-24 22:00:55","4.99","4.99",5,"5","0",777,"Secretary Rouge"
24637,210,12909,4300,"2005-08-19 04:20:25","2005-08-24 06:40:25","2.99","2.99",7,"5","-2",937,"Varsity Trip"
24638,210,12986,1145,"2005-08-19 07:09:36","2005-08-22 05:01:36","4.99","4.99",5,"3","-2",253,"Drifter Commandments"
24639,210,14181,197,"2005-08-21 03:16:30","2005-08-29 06:25:30","4.99","7.99",5,"8","3",44,"Attacks Hate"
24640,210,14639,3510,"2005-08-21 19:01:39","2005-08-26 14:08:39","4.99","6.99",3,"5","2",768,"Scarface Bang"
24641,210,14876,3669,"2005-08-22 03:39:29","2005-08-23 06:53:29","4.99","4.99",7,"1","-6",803,"Slacker Liaisons"
24642,210,15672,701,"2005-08-23 09:09:18","2005-08-27 06:19:18","0.99","0.99",7,"4","-3",153,"Citizen Shrek"
24643,210,15942,1096,"2005-08-23 18:48:40","2005-09-01 18:39:40","4.99","8.99",5,"9","4",244,"Dorado Notting"
24644,211,10445,3582,"2005-08-01 09:02:15","2005-08-08 10:26:15","2.99","2.99",7,"7","0",784,"Shanghai Tycoon"
24645,211,10928,2885,"2005-08-02 02:34:12","2005-08-07 21:13:12","4.99","4.99",6,"5","-1",633,"October Submarine"
24646,211,11076,837,"2005-08-02 07:24:47","2005-08-10 09:16:47","4.99","8.99",4,"8","4",183,"Conversation Downhill"
